Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
10/01/25,Credit card,Store credit card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"Complaint - Furniture purchased at XXXXXXXX XXXX XXXXXXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  XX/XX/year> : Purchased Furniture ( King size XXXX, bed frame, bed, and nightstand ) from XXXXXXXX XXXX XXXXXXXX for a TOTAL COST of {$4500.00} I made a deposit of {$1400.00} TD Bank financed the remaining balanced of {$3100.00}, with XXXX percent interest for 90 days TOTAL PAYMENTS = {$3300.00} XXXX {$1400.00} ( initial deposit ) XXXX {$1000.00} XXXX {$500.00} XXXX {$400.00} BALANCE = {$1200.00} XX/XX/year> : Furniture was delivered. While they were assembling the wooden frame planks, they did not appear evenly distributed, but I figured that they were experts and that they knew what they were doing. 

When they left, I noticed that the nightstand did not lay flat on the floor. 

I sent my salesperson a text letting her know that the nightstand did not lay flat but that I did not notice it until after they had already left my home. I have copies of texts and plenty of photos. 

I called the number and left a message ; no one ever called me back. 

On XX/XX/XXXX : I sent another text to XXXX me and she said she would contact customer care. 

I also noticed that the frame was very squeaky when I sat on the bed. I also noticed that there were strings hanging from the mattress which made me feel like the mattress was not new. 
The bed frame eventually broke in half and fell. 

It was weeks before a repairman came out to fix the bed. When the man did come, he said he could not understand why he was sent out. He said this bed can not be repaired. Then he said the nightstand was wobbly because my floor was not even which is a lie. 

It has been well over a month since the repairman said that they would take care of the problem. I have heard nothing from XXXXXXXX XXXX XXXXXXXX. I was getting ready to make the final {$1200.00} payment when my daughter said to me, XXXX they are taking advantage of you. You are elderly, frail, and you have XXXX XXXX, and your problems leave you little energy to fight this, but why are you paying for something that you do not and can not use! I have been sleeping on my sofa because I am afraid to hurt myself on a broken bed. 

I do not want this furniture. I want XXXXXXXX XXXX XXXXXXXX to come and pick this furniture, including the mattress up, and refund the {$3300.00} dollars that I have paid to date.",None,TD BANK US HOLDING COMPANY,NJ,08002,Older American,Consent provided,Web,10/01/25,Closed with explanation,Yes,N/A,16292637
11/19/25,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,None,TD BANK US HOLDING COMPANY,NY,11776,None,N/A,Phone,11/19/25,Closed with explanation,Yes,N/A,17363514
11/09/25,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,,None,TD BANK US HOLDING COMPANY,FL,33444,None,None,Web,11/09/25,Closed with monetary relief,Yes,N/A,17125857
11/16/25,Debt collection,Other debt,False statements or representation,Attempted to collect wrong amount,,None,TD BANK US HOLDING COMPANY,FL,33172,None,None,Web,11/16/25,Closed with explanation,Yes,N/A,17284777
11/11/25,Credit card,Store credit card,Improper use of your report,Reporting company used your report improperly,,None,TD BANK US HOLDING COMPANY,OH,452XX,None,None,Web,11/11/25,In progress,Yes,N/A,17133756
11/06/25,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,None,TD BANK US HOLDING COMPANY,CA,917XX,None,None,Web,11/06/25,In progress,Yes,N/A,17073253
11/12/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,None,TD BANK US HOLDING COMPANY,TN,38016,None,None,Web,11/12/25,Closed with explanation,Yes,N/A,17192787
10/31/25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Credit inquiries on your report that you don't recognize,,None,TD BANK US HOLDING COMPANY,VA,23222,None,None,Web,10/31/25,In progress,Yes,N/A,16950070
10/14/25,Vehicle loan or lease,Loan,Incorrect information on your report,Account information incorrect,,None,TD BANK US HOLDING COMPANY,FL,33461,None,None,Web,10/14/25,Closed with explanation,Yes,N/A,16533243
10/09/25,Credit card,Store credit card,Incorrect information on your report,Account information incorrect,,None,TD BANK US HOLDING COMPANY,CA,90016,None,None,Web,10/09/25,Closed with explanation,Yes,N/A,16469485
10/01/25,Checking or savings account,Checking account,Closing an account,Company closed your account,"TD bank has permanently restricted access for me to use any of their services due to a fraud report on my checking account that lead to them to make a business decision to close all my accounts and restrict me from ever having accounts with TD bank in the future. I was told by several people over the phone, and in-person at the branch, that they have the institutional right to do this and I believe its not necessary in my case, and I feel punished for a mistake that couldve easily been fixed or corrected with proper communication of what was happening. Before the account was closed, I tried calling TD bank ( customer service on the back of the card ) several times. I was put through to one person and asked him to put my checking account in collections before the account gets closed. The answers I received were No and that I Wasnt able to do that. A few days later I tried depositing money to the account and it did not work.",None,TD BANK US HOLDING COMPANY,NJ,07724,None,Consent provided,Web,10/01/25,Closed with explanation,Yes,N/A,16310419
11/09/25,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Card was charged for something you did not purchase with the card,,None,TD BANK US HOLDING COMPANY,NY,11003,None,None,Web,11/09/25,In progress,Yes,N/A,17126771
10/12/25,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,,None,TD BANK US HOLDING COMPANY,NJ,080XX,None,None,Web,10/12/25,Closed with explanation,Yes,N/A,16527895
10/06/25,Checking or savings account,Checking account,Problem caused by your funds being low,Non-sufficient funds and associated fees,"I am filing a formal complaint against TD Bank for denying a fraud claim involving unauthorized debit card charges totaling over {$510.00}. The charges occurred on [ insert date ( s ) ], while I was away on work-related travel.

I notified the bank of the fraud within the XXXX window required under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. Despite my timely report and the fact that I did not authorize the transactions, the bank denied my claim without providing a clear explanation or any evidence that I authorized the charges.

I was unable to replace the card immediately because I was out of town for work and had no access to a secure mailing address. I explained this to the bank, but they still refused the refund.

This is a violation of EFTA protections. I request that the CFPB investigate the matter, ensure that the bank reopens my fraud claim, and that I am fully reimbursed for the unauthorized charges.",None,TD BANK US HOLDING COMPANY,NY,12603,None,Consent provided,Web,10/06/25,Closed with monetary relief,Yes,N/A,16393909
11/08/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,VA,23669,None,None,Web,11/08/25,In progress,Yes,N/A,17088125
11/18/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,LA,70809,None,None,Web,11/18/25,Closed with non-monetary relief,Yes,N/A,17334969
11/11/25,Checking or savings account,Checking account,Managing an account,Problem using a debit or ATM card,,None,TD BANK US HOLDING COMPANY,MA,02151,None,None,Web,11/11/25,Closed with monetary relief,Yes,N/A,17179857
09/30/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Was not notified of investigation status or results,,None,TD BANK US HOLDING COMPANY,FL,33472,None,Consent not provided,Web,09/30/25,Closed with explanation,Yes,N/A,16259223
10/24/25,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,None,TD BANK US HOLDING COMPANY,None,XXXXX,None,None,Web,10/24/25,Closed with explanation,Yes,N/A,16796523
11/15/25,Vehicle loan or lease,Loan,Managing the loan or lease,Problem with additional products or services purchased with the loan,,None,TD BANK US HOLDING COMPANY,SD,577XX,None,None,Web,11/15/25,In progress,Yes,N/A,17275495
10/16/25,Credit card,General-purpose credit card or charge card,Incorrect information on your report,Old information reappears or never goes away,,None,TD BANK US HOLDING COMPANY,NJ,07631,None,None,Web,10/16/25,Closed with explanation,Yes,N/A,16637123
10/02/25,Checking or savings account,Checking account,Managing an account,Problem accessing account,"b'Hello, I seen some of the activity on my account as well as having issues with bank account, inheritances, properties across the country and more that I have lost access to. Bank accounts have been closed without my permission and I no longer have access to my fund anywhere. This is not acceptable nor ok with the amounts of money. My information is as follows, XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",None,TD BANK US HOLDING COMPANY,FL,33312,None,Consent provided,Web,10/02/25,Closed with explanation,Yes,N/A,16325235
09/28/25,Checking or savings account,Checking account,Managing an account,Banking errors,,None,TD BANK US HOLDING COMPANY,NY,10025,None,Consent not provided,Web,09/28/25,Closed with non-monetary relief,Yes,N/A,16229179
11/11/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,None,TD BANK US HOLDING COMPANY,CA,92707,None,None,Web,11/11/25,In progress,Yes,N/A,17163336
11/13/25,Checking or savings account,Checking account,Managing an account,Deposits and withdrawals,,None,TD BANK US HOLDING COMPANY,NY,11726,None,None,Web,11/13/25,Closed with explanation,Yes,N/A,17223195
10/12/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Was not notified of investigation status or results,,None,TD BANK US HOLDING COMPANY,OH,44117,None,None,Web,10/12/25,Closed with explanation,Yes,N/A,16526891
11/06/25,Credit card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,,None,TD BANK US HOLDING COMPANY,NY,XXXXX,Older American,None,Web,11/06/25,Closed with explanation,Yes,N/A,17076244
10/04/25,Credit card,Store credit card,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,CA,91364,None,Consent not provided,Web,10/04/25,Closed with explanation,Yes,N/A,16368678
11/14/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,FL,33186,None,None,Web,11/14/25,Closed with explanation,Yes,N/A,17265461
10/09/25,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,,None,TD BANK US HOLDING COMPANY,TX,75048,None,None,Web,11/24/25,Closed with explanation,Yes,N/A,16486029
10/20/25,Debt collection,I do not know,Attempts to collect debt not owed,Debt is not yours,,None,TD BANK US HOLDING COMPANY,CA,92376,None,None,Web,10/20/25,Closed with non-monetary relief,Yes,N/A,16707083
11/18/25,Checking or savings account,Checking account,Managing an account,Problem making or receiving payments,,None,TD BANK US HOLDING COMPANY,None,XXXXX,None,None,Web,11/18/25,Closed with non-monetary relief,Yes,N/A,17340086
10/14/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Account status incorrect,,None,TD BANK US HOLDING COMPANY,AZ,85201,None,None,Web,10/14/25,Closed with explanation,Yes,N/A,16585752
11/13/25,Checking or savings account,Checking account,Problem with a lender or other company charging your account,Money was taken from your account on the wrong day or for the wrong amount,,None,TD BANK US HOLDING COMPANY,NY,11214,None,None,Web,11/13/25,Closed with explanation,Yes,N/A,17182853
10/24/25,Credit reporting or other personal consumer reports,Credit reporting,Problem with a company's investigation into an existing problem,Their investigation did not fix an error on your report,,None,TD BANK US HOLDING COMPANY,TX,78233,Servicemember,None,Web,10/24/25,In progress,Yes,N/A,16809793
11/10/25,Credit reporting or other personal consumer reports,Credit reporting,Improper use of your report,Reporting company used your report improperly,,None,TD BANK US HOLDING COMPANY,NY,10704,None,None,Web,11/10/25,Closed with explanation,Yes,N/A,17146050
11/15/25,Credit reporting or other personal consumer reports,Credit reporting,Incorrect information on your report,Information belongs to someone else,,None,TD BANK US HOLDING COMPANY,OH,44511,None,None,Web,11/15/25,In progress,Yes,N/A,17273240
10/31/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,FL,33032,None,None,Web,10/31/25,Closed with explanation,Yes,N/A,16913214
11/08/25,Debt collection,I do not know,Took or threatened to take negative or legal action,Threatened or suggested your credit would be damaged,,None,TD BANK US HOLDING COMPANY,CA,94087,None,None,Web,11/08/25,Closed with explanation,Yes,N/A,17116753
